ID,Name,NominalKV,Substation,Organization,ControlArea,FrequencySourcePriority
5249,"FORT WORT~22",161,"FORT WORTH",1_org,5_ca,0
5250,"DALLAS 5 0",161,DALLAS,1_org,5_ca,0
5251,"GRAND PRAI~2",161,"GRAND PRAIRIE",1_org,5_ca,0
5252,"DALLAS 22 0",161,DALLAS,1_org,5_ca,0
5253,"FLOWER MOU~1",161,"FLOWER MOUND",1_org,5_ca,0
5254,"ROANOKE 0",161,ROANOKE,1_org,5_ca,0
5255,"MILLSAP 0",161,MILLSAP,1_org,5_ca,0
5256,"FORRESTON 0",161,FORRESTON,1_org,5_ca,0
5257,"ITALY 0",161,ITALY,1_org,5_ca,0
5258,"FORNEY 0",161,FORNEY,1_org,5_ca,0
5259,"LAVON 0",161,LAVON,1_org,5_ca,0
5260,"GLEN ROSE ~1",500,"GLEN ROSE",1_org,5_ca,0
5261,"GLEN ROSE ~2",161,"GLEN ROSE",1_org,5_ca,0
5262,"GLEN ROSE ~3",13.8,"GLEN ROSE",1_org,5_ca,0
5263,"GLEN ROSE ~4",13.8,"GLEN ROSE",1_org,5_ca,0
5264,"DE LEON 0",161,"DE LEON",1_org,5_ca,0
5265,"KELLER 1 0",161,KELLER,1_org,5_ca,0
5266,"CEDAR HILL 0",161,"CEDAR HILL",1_org,5_ca,0
5267,"MC GREGOR 0",161,"MC GREGOR",1_org,5_ca,0
5268,"COMMERCE 0",161,COMMERCE,1_org,5_ca,0
5269,MIDLOTHIAN~3,161,MIDLOTHIAN,1_org,5_ca,0
5270,"WEST 0",161,WEST,1_org,5_ca,0
5271,"BARTLETT 0",161,BARTLETT,1_org,5_ca,0
5272,"DALLAS 16 0",161,DALLAS,1_org,5_ca,0
5273,"COPPELL 0",161,COPPELL,1_org,5_ca,0
5274,"WILMER 0",161,WILMER,1_org,5_ca,0
5275,"DAWSON 0",161,DAWSON,1_org,5_ca,0
5276,"MART 0",161,MART,1_org,5_ca,0
5277,"LITTLE ELM 0",161,"LITTLE ELM",1_org,5_ca,0
5278,"TEMPLE 2 0",161,TEMPLE,1_org,5_ca,0
5279,"TEMPLE 1 0",500,TEMPLE,1_org,5_ca,0
5280,"TEMPLE 1 1",161,TEMPLE,1_org,5_ca,0
5281,"TEMPLE 1 2",13.8,TEMPLE,1_org,5_ca,0
5282,"TEMPLE 1 3",13.8,TEMPLE,1_org,5_ca,0
5283,"TEMPLE 1 4",13.8,TEMPLE,1_org,5_ca,0
5284,"QUINLAN 0",161,QUINLAN,1_org,5_ca,0
5285,"CHICO 0",161,CHICO,1_org,5_ca,0
5286,"DUBLIN 2 0",161,DUBLIN,1_org,5_ca,0
5287,ARLINGTON~10,161,ARLINGTON,1_org,5_ca,0
5288,"WOLFE CITY 0",161,"WOLFE CITY",1_org,5_ca,0
5289,"DALLAS 26 0",161,DALLAS,1_org,5_ca,0
5290,"WHITNEY 0",161,WHITNEY,1_org,5_ca,0
5291,"FORT WORT~18",161,"FORT WORTH",1_org,5_ca,0
5292,"FORT WORT~20",161,"FORT WORTH",1_org,5_ca,0
5293,"JOSHUA 0",161,JOSHUA,1_org,5_ca,0
5294,"DALLAS 12 0",161,DALLAS,1_org,5_ca,0
5295,"MCKINNEY 1 0",500,MCKINNEY,1_org,5_ca,0
5296,"MCKINNEY 1 1",161,MCKINNEY,1_org,5_ca,0
5297,"MCKINNEY 1 2",13.8,MCKINNEY,1_org,5_ca,0
5298,"MCKINNEY 1 3",13.8,MCKINNEY,1_org,5_ca,0
5299,"MCKINNEY 1 4",13.8,MCKINNEY,1_org,5_ca,0
5300,"MCKINNEY 1 5",13.8,MCKINNEY,1_org,5_ca,0
5301,"MCKINNEY 1 6",13.8,MCKINNEY,1_org,5_ca,0
5302,"MCKINNEY 1 7",13.8,MCKINNEY,1_org,5_ca,0
5303,"MCKINNEY 1 8",13.8,MCKINNEY,1_org,5_ca,0
5304,"ALLEN 1 0",500,ALLEN,1_org,5_ca,0
5305,"ALLEN 1 1",161,ALLEN,1_org,5_ca,0
5306,"ALEDO 2 0",161,ALEDO,1_org,5_ca,0
5307,"THE COLONY 0",161,"THE COLONY",1_org,5_ca,0
5308,"SUNNYVALE 0",161,SUNNYVALE,1_org,5_ca,0
5309,"DALLAS 10 0",161,DALLAS,1_org,5_ca,0
5310,"FORT WORT~24",161,"FORT WORTH",1_org,5_ca,0
5311,"DALLAS 30 0",161,DALLAS,1_org,5_ca,0
5312,"AZLE 0",161,AZLE,1_org,5_ca,0
5313,"HUTCHINS 0",161,HUTCHINS,1_org,5_ca,0
5314,"VALLEY MIL~1",161,"VALLEY MILLS",1_org,5_ca,0
5315,"DENTON 6 0",161,DENTON,1_org,5_ca,0
5316,"MESQUITE 3 0",161,MESQUITE,1_org,5_ca,0
5317,"GRANBURY 1 0",500,GRANBURY,1_org,5_ca,0
5318,"GRANBURY 1 1",161,GRANBURY,1_org,5_ca,0
5319,"GRANBURY 1 2",13.2,GRANBURY,1_org,5_ca,0
5320,"GRANBURY 1 3",13.2,GRANBURY,1_org,5_ca,0
5321,"GRANBURY 1 4",13.2,GRANBURY,1_org,5_ca,0
5322,"DALLAS 2 0",500,DALLAS,1_org,5_ca,0
5323,"DALLAS 2 1",161,DALLAS,1_org,5_ca,0
5324,"DALLAS 2 2",13.8,DALLAS,1_org,5_ca,0
5325,"DALLAS 2 3",13.8,DALLAS,1_org,5_ca,0
5326,"DALLAS 2 4",13.8,DALLAS,1_org,5_ca,0
5327,"MOUNT CALM 0",161,"MOUNT CALM",1_org,5_ca,0
5328,"RIESEL 2 0",161,RIESEL,1_org,5_ca,0
5329,"DALLAS 17 0",161,DALLAS,1_org,5_ca,0
5330,ARLINGTON~12,161,ARLINGTON,1_org,5_ca,0
5331,"CELINA 0",161,CELINA,1_org,5_ca,0
5332,"FORT WORTH~8",161,"FORT WORTH",1_org,5_ca,0
5333,"RED OAK 0",161,"RED OAK",1_org,5_ca,0
5334,"CLYDE 0",161,CLYDE,1_org,5_ca,0
5335,"IRVING 2 0",161,IRVING,1_org,5_ca,0
5336,"ROWLETT 1 0",161,ROWLETT,1_org,5_ca,0
5337,"JACKSBORO ~4",161,JACKSBORO,1_org,5_ca,0
5338,"GRANBURY 3 0",161,GRANBURY,1_org,5_ca,0
5339,"SOUTHLAKE 0",161,SOUTHLAKE,1_org,5_ca,0
5340,"DALLAS 29 0",161,DALLAS,1_org,5_ca,0
5341,LEWISVILLE~1,161,LEWISVILLE,1_org,5_ca,0
5342,LEWISVILLE~2,13.8,LEWISVILLE,1_org,5_ca,0
5343,LEWISVILLE~3,13.8,LEWISVILLE,1_org,5_ca,0
5344,"DALLAS 36 0",161,DALLAS,1_org,5_ca,0
5345,"HILLSBORO 0",161,HILLSBORO,1_org,5_ca,0
5346,"FORT WORTH~7",161,"FORT WORTH",1_org,5_ca,0
5347,"CISCO 0",161,CISCO,1_org,5_ca,0
5348,"ITASCA 0",161,ITASCA,1_org,5_ca,0
5349,"LANCASTER ~2",161,LANCASTER,1_org,5_ca,0
5350,"GARLAND 1 0",500,GARLAND,1_org,5_ca,0
5351,"GARLAND 1 1",161,GARLAND,1_org,5_ca,0
5352,"DALLAS 9 0",161,DALLAS,1_org,5_ca,0
5353,DUNCANVILL~2,161,DUNCANVILLE,1_org,5_ca,0
5354,"MESQUITE 1 0",161,MESQUITE,1_org,5_ca,0
5355,"MAYPEARL 0",161,MAYPEARL,1_org,5_ca,0
5356,"GARLAND 3 0",161,GARLAND,1_org,5_ca,0
5357,"ALLEN 2 0",161,ALLEN,1_org,5_ca,0
5358,"RIESEL 1 0",500,RIESEL,1_org,5_ca,0
5359,"RIESEL 1 1",161,RIESEL,1_org,5_ca,0
5360,"RIESEL 1 2",13.8,RIESEL,1_org,5_ca,0
5361,"BRIDGEPORT 0",500,BRIDGEPORT,1_org,5_ca,0
5362,"BRIDGEPORT 1",161,BRIDGEPORT,1_org,5_ca,0
5363,"BRIDGEPORT 2",13.8,BRIDGEPORT,1_org,5_ca,0
5364,"BRIDGEPORT 3",13.8,BRIDGEPORT,1_org,5_ca,0
5365,"BRIDGEPORT 4",13.8,BRIDGEPORT,1_org,5_ca,0
5366,"BRIDGEPORT 5",13.8,BRIDGEPORT,1_org,5_ca,0
5367,"BRIDGEPORT 6",13.8,BRIDGEPORT,1_org,5_ca,0
5368,"BRIDGEPORT 7",13.8,BRIDGEPORT,1_org,5_ca,0
5369,"BRIDGEPORT 8",13.8,BRIDGEPORT,1_org,5_ca,0
5370,LEWISVILLE~4,161,LEWISVILLE,1_org,5_ca,0
5371,"SEAGOVILLE 0",161,SEAGOVILLE,1_org,5_ca,0
5372,"DALLAS 31 0",161,DALLAS,1_org,5_ca,0
5373,"HALTOM CIT~1",161,"HALTOM CITY",1_org,5_ca,0
5374,"BALCH SPRI~1",161,"BALCH SPRINGS",1_org,5_ca,0
5375,"FORT WORTH~5",161,"FORT WORTH",1_org,5_ca,0
5376,"DALLAS 43 0",161,DALLAS,1_org,5_ca,0
5377,"KILLEEN 2 0",161,KILLEEN,1_org,5_ca,0
5378,"WACO 5 0",161,WACO,1_org,5_ca,0
5379,"FORT WORT~29",161,"FORT WORTH",1_org,5_ca,0
5380,"ENNIS 0",500,ENNIS,1_org,5_ca,0
5381,"ENNIS 1",161,ENNIS,1_org,5_ca,0
5382,"ENNIS 2",13.8,ENNIS,1_org,5_ca,0
5383,"ENNIS 3",13.8,ENNIS,1_org,5_ca,0
5384,"DALLAS 3 0",500,DALLAS,1_org,5_ca,0
5385,"DALLAS 3 1",161,DALLAS,1_org,5_ca,0
5386,RICHARDSON~1,161,RICHARDSON,1_org,5_ca,0
5387,"FORT WORT~14",161,"FORT WORTH",1_org,5_ca,0
5388,"WACO 2 0",500,WACO,1_org,5_ca,0
5389,"WACO 2 1",161,WACO,1_org,5_ca,0
5390,"ROGERS 0",161,ROGERS,1_org,5_ca,0
5391,"ROGERS 1",115,ROGERS,1_org,5_ca,0
5392,"ROGERS 2",115,ROGERS,1_org,5_ca,0
5393,"CHINA SPRI~1",161,"CHINA SPRING",1_org,5_ca,0
5394,"ALBANY 1 0",500,ALBANY,1_org,5_ca,0
5395,"ALBANY 1 1",230,ALBANY,1_org,5_ca,0
5396,"ALBANY 1 2",161,ALBANY,1_org,5_ca,0
5397,"ALBANY 1 3",115,ALBANY,1_org,5_ca,0
5398,"ALBANY 1 4",115,ALBANY,1_org,5_ca,0
5399,"ALBANY 1 5",13.8,ALBANY,1_org,5_ca,0
5400,"MCKINNEY 2 0",161,MCKINNEY,1_org,5_ca,0
5401,"GRANBURY 2 0",500,GRANBURY,1_org,5_ca,0
5402,"GRANBURY 2 1",161,GRANBURY,1_org,5_ca,0
5403,"GRANBURY 2 2",18,GRANBURY,1_org,5_ca,0
5404,"GRANBURY 2 3",18,GRANBURY,1_org,5_ca,0
5405,"GRANBURY 2 4",18,GRANBURY,1_org,5_ca,0
5406,"GRANBURY 2 5",18,GRANBURY,1_org,5_ca,0
5407,"CLIFTON 2 0",161,CLIFTON,1_org,5_ca,0
5408,FARMERSVIL~1,161,FARMERSVILLE,1_org,5_ca,0
5409,"ARLINGTON ~8",161,ARLINGTON,1_org,5_ca,0
5410,"KILLEEN 3 0",500,KILLEEN,1_org,5_ca,0
5411,"KILLEEN 3 1",161,KILLEEN,1_org,5_ca,0
5412,"WYLIE 0",161,WYLIE,1_org,5_ca,0
5413,"PALO PINTO~1",500,"PALO PINTO",1_org,5_ca,0
5414,"PALO PINTO~2",161,"PALO PINTO",1_org,5_ca,0
5415,"PALO PINTO~3",13.8,"PALO PINTO",1_org,5_ca,0
5416,"PALO PINTO~4",13.8,"PALO PINTO",1_org,5_ca,0
5417,"PALO PINTO~5",13.8,"PALO PINTO",1_org,5_ca,0
5418,"PALO PINTO~6",13.8,"PALO PINTO",1_org,5_ca,0
5419,"PALO PINTO~7",13.8,"PALO PINTO",1_org,5_ca,0
5420,"FORT WORTH~2",161,"FORT WORTH",1_org,5_ca,0
5421,"JOSEPHINE 0",161,JOSEPHINE,1_org,5_ca,0
5422,"LEWSIVILLE 0",161,LEWISVILLE,1_org,5_ca,0
5423,"LEWSIVILLE 1",13.8,LEWISVILLE,1_org,5_ca,0
5424,"LEWSIVILLE 2",13.8,LEWISVILLE,1_org,5_ca,0
5425,"DALLAS 40 0",161,DALLAS,1_org,5_ca,0
5426,"KEMP 0",161,KEMP,1_org,5_ca,0
5427,WAXAHACHIE~2,161,WAXAHACHIE,1_org,5_ca,0
5428,"HURST 0",161,HURST,1_org,5_ca,0
5429,"FORT WORT~10",161,"FORT WORTH",1_org,5_ca,0
5430,WEATHERFOR~2,161,WEATHERFORD,1_org,5_ca,0
5431,"ROCKWALL 2 0",161,ROCKWALL,1_org,5_ca,0
5432,WEATHERFOR~3,161,WEATHERFORD,1_org,5_ca,0
5433,"FORT WORT~23",161,"FORT WORTH",1_org,5_ca,0
5434,"NEWARK 0",161,NEWARK,1_org,5_ca,0
5435,"SANTO 0",161,SANTO,1_org,5_ca,0
5436,"DALLAS 18 0",161,DALLAS,1_org,5_ca,0
5437,"ELM MOTT 0",161,"ELM MOTT",1_org,5_ca,0
5438,"FORT WORTH~9",161,"FORT WORTH",1_org,5_ca,0
5439,WAXAHACHIE~1,161,WAXAHACHIE,1_org,5_ca,0
5440,ARLINGTON~11,161,ARLINGTON,1_org,5_ca,0
5441,"FORT WORT~13",161,"FORT WORTH",1_org,5_ca,0
5442,"FORT WORT~27",161,"FORT WORTH",1_org,5_ca,0
5443,"FORT WORTH~3",161,"FORT WORTH",1_org,5_ca,0
5444,MIDLOTHIAN~1,500,MIDLOTHIAN,1_org,5_ca,0
5445,MIDLOTHIAN~2,161,MIDLOTHIAN,1_org,5_ca,0
5446,"HEWITT 0",161,HEWITT,1_org,5_ca,0
5447,"ARLINGTON ~9",161,ARLINGTON,1_org,5_ca,0
5448,"GRAND PRAI~3",500,"GRAND PRAIRIE",1_org,5_ca,0
5449,"GRAND PRAI~4",161,"GRAND PRAIRIE",1_org,5_ca,0
5450,"MELISSA 0",161,MELISSA,1_org,5_ca,0
5451,"COPPERAS C~1",500,"COPPERAS COVE",1_org,5_ca,0
5452,"COPPERAS C~2",161,"COPPERAS COVE",1_org,5_ca,0
5453,"CLEBURNE 1 0",161,CLEBURNE,1_org,5_ca,0
5454,GREENVILLE~5,161,GREENVILLE,1_org,5_ca,0
5455,"ALVORD 0",161,ALVORD,1_org,5_ca,0
5456,"GORMAN 0",161,GORMAN,1_org,5_ca,0
5457,COLLEYVILL~1,161,COLLEYVILLE,1_org,5_ca,0
5458,"HOLLAND 0",161,HOLLAND,1_org,5_ca,0
5459,"HOLLAND 1",115,HOLLAND,1_org,5_ca,0
5460,"HOLLAND 2",115,HOLLAND,1_org,5_ca,0
5461,"TEMPLE 3 0",161,TEMPLE,1_org,5_ca,0
5462,"DALLAS 34 0",161,DALLAS,1_org,5_ca,0
5463,"IRVING 4 0",161,IRVING,1_org,5_ca,0
5464,"FRISCO 2 0",500,FRISCO,1_org,5_ca,0
5465,"FRISCO 2 1",161,FRISCO,1_org,5_ca,0
5466,GATESVILLE~3,161,GATESVILLE,1_org,5_ca,0
5467,"DALLAS 25 0",161,DALLAS,1_org,5_ca,0
5468,"DALLAS 37 0",161,DALLAS,1_org,5_ca,0
5469,"FORT WORT~11",161,"FORT WORTH",1_org,5_ca,0
5470,"WOODWAY 0",161,WOODWAY,1_org,5_ca,0
5471,"MINGUS 0",161,MINGUS,1_org,5_ca,0
5472,THROCKMORT~1,161,THROCKMORTON,1_org,5_ca,0
5473,"NEMO 0",161,NEMO,1_org,5_ca,0
5474,"ABBOTT 0",161,ABBOTT,1_org,5_ca,0
5475,"ALVARADO 0",161,ALVARADO,1_org,5_ca,0
5476,"CORSICANA ~1",161,CORSICANA,1_org,5_ca,0
5477,"HARKER HEI~1",161,"HARKER HEIGHTS",1_org,5_ca,0
5478,"IRVING 3 0",161,IRVING,1_org,5_ca,0
5479,"BURLESON 0",500,BURLESON,1_org,5_ca,0
5480,"BURLESON 1",161,BURLESON,1_org,5_ca,0
5481,"FORT WORT~21",161,"FORT WORTH",1_org,5_ca,0
5482,"DALLAS 23 0",161,DALLAS,1_org,5_ca,0
5483,"NORTH RICH~1",161,"NORTH RICHLAND HILLS",1_org,5_ca,0
5484,"CROSS PLAI~1",161,"CROSS PLAINS",1_org,5_ca,0
5485,"BLOOMING G~1",161,"BLOOMING GROVE",1_org,5_ca,0
6001,"CONVERSE 0",115,CONVERSE,1_org,6_ca,0
6002,"SAN ANTON~63",115,"SAN ANTONIO",1_org,6_ca,0
6003,"BASTROP 0",500,BASTROP,1_org,6_ca,0
6004,"BASTROP 1",230,BASTROP,1_org,6_ca,0
6005,"BASTROP 2",115,BASTROP,1_org,6_ca,0
6006,"BASTROP 3",13.8,BASTROP,1_org,6_ca,0
6007,"BASTROP 4",13.8,BASTROP,1_org,6_ca,0
6008,"BASTROP 5",13.8,BASTROP,1_org,6_ca,0
6009,"BASTROP 6",13.8,BASTROP,1_org,6_ca,0
6010,"BASTROP 7",13.8,BASTROP,1_org,6_ca,0
6011,"MARION 2 0",115,MARION,1_org,6_ca,0
6012,"PAIGE 0",115,PAIGE,1_org,6_ca,0
6013,"SAN ANTON~59",115,"SAN ANTONIO",1_org,6_ca,0
6014,"WAELDER 0",115,WAELDER,1_org,6_ca,0
6015,"ATASCOSA 0",115,ATASCOSA,1_org,6_ca,0
6016,"SAN ANTON~57",115,"SAN ANTONIO",1_org,6_ca,0
6017,"CIBOLO 0",115,CIBOLO,1_org,6_ca,0
6018,"AUSTIN 6 0",115,AUSTIN,1_org,6_ca,0
6019,"AUSTIN 25 0",115,AUSTIN,1_org,6_ca,0
6020,"HORSESHOE ~1",115,"HORSESHOE BAY",1_org,6_ca,0
6021,"LEANDER 1 0",500,LEANDER,1_org,6_ca,0
6022,"LEANDER 1 1",230,LEANDER,1_org,6_ca,0
6023,"LEANDER 1 2",115,LEANDER,1_org,6_ca,0
6024,"AUSTIN 10 0",115,AUSTIN,1_org,6_ca,0
6025,"SAN ANTON~44",115,"SAN ANTONIO",1_org,6_ca,0
6026,"SAN ANTON~68",115,"SAN ANTONIO",1_org,6_ca,0
6027,"ELGIN 0",115,ELGIN,1_org,6_ca,0
6028,"AUSTIN 31 0",115,AUSTIN,1_org,6_ca,0
6029,"RUNGE 0",115,RUNGE,1_org,6_ca,0
6030,"YOAKUM 0",230,YOAKUM,1_org,6_ca,0
6031,"YOAKUM 1",115,YOAKUM,1_org,6_ca,0
6032,"AUSTIN 37 0",115,AUSTIN,1_org,6_ca,0
6033,PFLUGERVIL~1,500,PFLUGERVILLE,1_org,6_ca,0
6034,PFLUGERVIL~2,230,PFLUGERVILLE,1_org,6_ca,0
6035,PFLUGERVIL~3,115,PFLUGERVILLE,1_org,6_ca,0
6036,"SAN ANTON~12",230,"SAN ANTONIO",1_org,6_ca,0
6037,"SAN ANTON~13",115,"SAN ANTONIO",1_org,6_ca,0
6038,"AUSTIN 3 0",500,AUSTIN,1_org,6_ca,0
6039,"AUSTIN 3 1",230,AUSTIN,1_org,6_ca,0
6040,"AUSTIN 3 2",115,AUSTIN,1_org,6_ca,0
6041,"AUSTIN 3 3",13.8,AUSTIN,1_org,6_ca,0
6042,"AUSTIN 3 4",13.8,AUSTIN,1_org,6_ca,0
6043,"SAN ANTON~67",115,"SAN ANTONIO",1_org,6_ca,0
6044,"SAN ANTON~20",115,"SAN ANTONIO",1_org,6_ca,0
6045,"SAN ANTON~21",500,"SAN ANTONIO",1_org,6_ca,0
6046,"SAN ANTON~22",230,"SAN ANTONIO",1_org,6_ca,0
6047,"SAN ANTON~23",115,"SAN ANTONIO",1_org,6_ca,0
6048,"SAN ANTON~24",13.8,"SAN ANTONIO",1_org,6_ca,0
6049,"SAN ANTON~25",13.8,"SAN ANTONIO",1_org,6_ca,0
6050,"SAN ANTON~26",13.8,"SAN ANTONIO",1_org,6_ca,0
6051,"SAN ANTON~27",13.8,"SAN ANTONIO",1_org,6_ca,0
6052,"SAN ANTON~28",13.8,"SAN ANTONIO",1_org,6_ca,0
6053,"SAN ANTON~29",13.8,"SAN ANTONIO",1_org,6_ca,0
6054,"SAN ANTON~30",13.8,"SAN ANTONIO",1_org,6_ca,0
6055,"BERGHEIM 0",115,BERGHEIM,1_org,6_ca,0
6056,"NEW BRAUNF~9",500,"NEW BRAUNFELS",1_org,6_ca,0
6057,"NEW BRAUN~10",230,"NEW BRAUNFELS",1_org,6_ca,0
6058,"NEW BRAUN~11",115,"NEW BRAUNFELS",1_org,6_ca,0
6059,"D HANIS 0",115,"D HANIS",1_org,6_ca,0
6060,"SAN ANTON~36",115,"SAN ANTONIO",1_org,6_ca,0
6061,"AUSTIN 7 0",115,AUSTIN,1_org,6_ca,0
6062,"BRENHAM 0",500,BRENHAM,1_org,6_ca,0
6063,"BRENHAM 1",230,BRENHAM,1_org,6_ca,0
6064,"BRENHAM 2",115,BRENHAM,1_org,6_ca,0
6065,"BERTRAM 0",115,BERTRAM,1_org,6_ca,0
6066,"MARION 1 0",500,MARION,1_org,6_ca,0
6067,"MARION 1 1",230,MARION,1_org,6_ca,0
6068,"MARION 1 2",115,MARION,1_org,6_ca,0
6069,"MARION 1 3",18,MARION,1_org,6_ca,0
6070,"MARION 1 4",18,MARION,1_org,6_ca,0
6071,"MARION 1 5",18,MARION,1_org,6_ca,0
6072,"MARION 1 6",18,MARION,1_org,6_ca,0
6073,"MARION 1 7",18,MARION,1_org,6_ca,0
6074,"MARION 1 8",18,MARION,1_org,6_ca,0
6075,"LA GRANGE 0",500,"LA GRANGE",1_org,6_ca,0
6076,"LA GRANGE 1",230,"LA GRANGE",1_org,6_ca,0
6077,"LA GRANGE 2",115,"LA GRANGE",1_org,6_ca,0
6078,"LA GRANGE 3",22,"LA GRANGE",1_org,6_ca,0
6079,"LA GRANGE 4",22,"LA GRANGE",1_org,6_ca,0
6080,"LA GRANGE 5",22,"LA GRANGE",1_org,6_ca,0
6081,"MARBLE FAL~1",115,"MARBLE FALLS",1_org,6_ca,0
6082,"MARBLE FAL~2",13.8,"MARBLE FALLS",1_org,6_ca,0
6083,"MARBLE FAL~3",13.8,"MARBLE FALLS",1_org,6_ca,0
6084,"ROUND ROCK~1",115,"ROUND ROCK",1_org,6_ca,0
6085,"ROUND ROCK~2",13.8,"ROUND ROCK",1_org,6_ca,0
6086,"ROUND ROCK~3",13.8,"ROUND ROCK",1_org,6_ca,0
6087,"ROUND ROCK~4",13.8,"ROUND ROCK",1_org,6_ca,0
6088,"ROUND ROCK~5",13.8,"ROUND ROCK",1_org,6_ca,0
6089,"ROUND ROCK~6",13.8,"ROUND ROCK",1_org,6_ca,0
6090,"ROUND ROCK~7",13.8,"ROUND ROCK",1_org,6_ca,0
6091,"WIMBERLEY 0",115,WIMBERLEY,1_org,6_ca,0
6092,"GONZALES 0",115,GONZALES,1_org,6_ca,0
6093,"SAN ANTON~11",115,"SAN ANTONIO",1_org,6_ca,0
6094,"SAN ANTON~15",115,"SAN ANTONIO",1_org,6_ca,0
6095,"HUTTO 0",115,HUTTO,1_org,6_ca,0
6096,"LULING 0",115,LULING,1_org,6_ca,0
6097,"SAN ANTON~32",115,"SAN ANTONIO",1_org,6_ca,0
6098,"AUSTIN 12 0",115,AUSTIN,1_org,6_ca,0
6099,"SAN ANTON~16",115,"SAN ANTONIO",1_org,6_ca,0
6100,"ADKINS 0",115,ADKINS,1_org,6_ca,0
6101,"WINCHESTER 0",500,WINCHESTER,1_org,6_ca,0
6102,"WINCHESTER 1",230,WINCHESTER,1_org,6_ca,0
6103,"WINCHESTER 2",115,WINCHESTER,1_org,6_ca,0
6104,"WINCHESTER 3",13.8,WINCHESTER,1_org,6_ca,0
6105,"WINCHESTER 4",13.8,WINCHESTER,1_org,6_ca,0
6106,"WINCHESTER 5",13.8,WINCHESTER,1_org,6_ca,0
6107,"ROCKDALE 1 0",500,ROCKDALE,1_org,6_ca,0
6108,"ROCKDALE 1 1",230,ROCKDALE,1_org,6_ca,0
6109,"ROCKDALE 1 2",115,ROCKDALE,1_org,6_ca,0
6110,"ROCKDALE 1 3",13.8,ROCKDALE,1_org,6_ca,0
6111,"ROCKDALE 1 4",13.8,ROCKDALE,1_org,6_ca,0
6112,"NATALIA 0",115,NATALIA,1_org,6_ca,0
6113,"AUSTIN 20 0",115,AUSTIN,1_org,6_ca,0
6114,"SAN ANTON~60",115,"SAN ANTONIO",1_org,6_ca,0
6115,"SAN ANTON~69",115,"SAN ANTONIO",1_org,6_ca,0
6116,"TAYLOR 0",115,TAYLOR,1_org,6_ca,0
6117,"SMITHVILLE 0",115,SMITHVILLE,1_org,6_ca,0
6118,"CEDAR PARK 0",500,"CEDAR PARK",1_org,6_ca,0
6119,"CEDAR PARK 1",230,"CEDAR PARK",1_org,6_ca,0
6120,"CEDAR PARK 2",115,"CEDAR PARK",1_org,6_ca,0
6121,"SAN ANTON~37",115,"SAN ANTONIO",1_org,6_ca,0
6122,HALLETTSVI~1,115,HALLETTSVILLE,1_org,6_ca,0
6123,"AUSTIN 5 0",115,AUSTIN,1_org,6_ca,0
6124,"NEW BRAUN~12",115,"NEW BRAUNFELS",1_org,6_ca,0
6125,SUTHERLAND~1,115,"SUTHERLAND SPRINGS",1_org,6_ca,0
6126,"AUSTIN 34 0",115,AUSTIN,1_org,6_ca,0
6127,"CAMERON 0",115,CAMERON,1_org,6_ca,0
6128,"SAN ANTON~49",115,"SAN ANTONIO",1_org,6_ca,0
6129,"MEDINA 0",115,MEDINA,1_org,6_ca,0
6130,"MANCHACA 0",115,MANCHACA,1_org,6_ca,0
6131,"SPRING BRA~1",115,SPRING,1_org,6_ca,0
6132,"AUSTIN 19 0",115,AUSTIN,1_org,6_ca,0
6133,"FLATONIA 0",115,FLATONIA,1_org,6_ca,0
6134,"GRANGER 0",115,GRANGER,1_org,6_ca,0
6135,FAYETTEVIL~1,115,FAYETTEVILLE,1_org,6_ca,0
6136,GEORGETOWN~2,115,GEORGETOWN,1_org,6_ca,0
6137,"AUSTIN 35 0",115,AUSTIN,1_org,6_ca,0
6138,"PIPE CREEK 0",115,"PIPE CREEK",1_org,6_ca,0
6139,"RED ROCK 0",115,"RED ROCK",1_org,6_ca,0
6140,"JARRELL 0",115,JARRELL,1_org,6_ca,0
6141,"SAN ANTONI~1",500,"SAN ANTONIO",1_org,6_ca,0
6142,"SAN ANTONI~2",230,"SAN ANTONIO",1_org,6_ca,0
6143,"SAN ANTONI~3",115,"SAN ANTONIO",1_org,6_ca,0
6144,"SAN ANTONI~4",13.8,"SAN ANTONIO",1_org,6_ca,0
6145,"SAN ANTONI~5",13.8,"SAN ANTONIO",1_org,6_ca,0
6146,"SAN ANTONI~6",13.8,"SAN ANTONIO",1_org,6_ca,0
6147,"SAN ANTONI~7",13.8,"SAN ANTONIO",1_org,6_ca,0
6148,"SAN ANTONI~8",13.8,"SAN ANTONIO",1_org,6_ca,0
6149,"SAN ANTONI~9",13.8,"SAN ANTONIO",1_org,6_ca,0
6150,"SAN ANTON~50",115,"SAN ANTONIO",1_org,6_ca,0
6151,SCHULENBUR~1,115,SCHULENBURG,1_org,6_ca,0
6152,"SAN ANTON~33",230,"SAN ANTONIO",1_org,6_ca,0
6153,"SAN ANTON~34",115,"SAN ANTONIO",1_org,6_ca,0
6154,"DRIPPING S~1",115,"DRIPPING SPRINGS",1_org,6_ca,0
6155,"SAN ANTON~38",115,"SAN ANTONIO",1_org,6_ca,0
6156,"MARBLE FA~11",115,"MARBLE FALLS",1_org,6_ca,0
6157,"BOERNE 1 0",115,BOERNE,1_org,6_ca,0
6158,"WASHINGTON 0",115,WASHINGTON,1_org,6_ca,0
